Portfolio_ID,Stock,Weight,HHI
1,SBAC,0.4664856928852529,0.23500963821521884
1,DTE,0.04452259415032753,0.23500963821521884
1,PSA,0.04167808306686287,0.23500963821521884
1,ACN,0.044230240045798376,0.23500963821521884
1,MNST,0.015127489835279685,0.23500963821521884
1,SNA,0.010531816664795322,0.23500963821521884
1,WYNN,0.014133080375249464,0.23500963821521884
1,CMI,0.021967100730317674,0.23500963821521884
1,IVZ,0.02858117230168915,0.23500963821521884
1,WEC,0.04271942280444303,0.23500963821521884
1,LYV,0.031859730628564065,0.23500963821521884
1,MMC,0.0264342573044088,0.23500963821521884
1,WST,0.012084667193205978,0.23500963821521884
1,ED,0.04298984926845213,0.23500963821521884
1,CTAS,0.02146819985272704,0.23500963821521884
1,TAP,0.0222824562262321,0.23500963821521884
1,DIS,0.03144958404205105,0.23500963821521884
1,BR,0.03516450363323795,0.23500963821521884
1,FSLR,0.016115281090152873,0.23500963821521884
1,ZTS,0.030174777900952028,0.23500963821521884
2,SNA,0.8343287054780613,0.7040108313153189
2,D,0.05879180413902354,0.7040108313153189
2,RF,0.04899800033612803,0.7040108313153189
2,MTB,0.04261606613009412,0.7040108313153189
2,LYV,0.01526542391669295,0.7040108313153189
3,SJM,0.1942324146540924,0.20986275116545322
3,ZTS,0.24392218492013007,0.20986275116545322
3,FSLR,0.23180225061488105,0.20986275116545322
3,MNST,0.11789427810088518,0.20986275116545322
3,CPAY,0.21214887171001126,0.20986275116545322
4,SJM,0.015315062532516742,0.0274075508577951
4,LHX,0.026279727730628488,0.0274075508577951
4,FSLR,0.01432686373996373,0.0274075508577951
4,LYB,0.03400855201445701,0.0274075508577951
4,CSCO,0.03307180618482213,0.0274075508577951
4,PSA,0.013870878798484912,0.0274075508577951
4,MTB,0.026626503186042337,0.0274075508577951
4,HAS,0.03006659327667408,0.0274075508577951
4,PAYC,0.021503928552602542,0.0274075508577951
4,DIS,0.015228945834946153,0.0274075508577951
4,WEC,0.024078954469175313,0.0274075508577951
4,WST,0.02825770636427941,0.0274075508577951
4,BR,0.020598355526496366,0.0274075508577951
4,PEP,0.0396094216288483,0.0274075508577951
4,IVZ,0.025714088724784128,0.0274075508577951
4,DOC,0.03294370651152458,0.0274075508577951
4,D,0.018537632093216908,0.0274075508577951
4,MMC,0.020351408134373063,0.0274075508577951
4,SNA,0.014363951258162476,0.0274075508577951
4,CTAS,0.022732116165659268,0.0274075508577951
4,ED,0.025044914863128674,0.0274075508577951
4,EIX,0.016697348801315293,0.0274075508577951
4,PCAR,0.03708504186919491,0.0274075508577951
4,ABBV,0.013962854612094722,0.0274075508577951
4,NUE,0.04031370946805426,0.0274075508577951
4,LULU,0.03578476855574548,0.0274075508577951
4,CPAY,0.02745722260551001,0.0274075508577951
4,ACN,0.03933767575938275,0.0274075508577951
4,DVN,0.0265469325854339,0.0274075508577951
4,ZTS,0.027729783755518676,0.0274075508577951
4,V,0.03654111794766071,0.0274075508577951
4,RF,0.018120762570284787,0.0274075508577951
4,LYV,0.02801462342185551,0.0274075508577951
4,SBAC,0.025606526384878227,0.0274075508577951
4,MET,0.022815692409411736,0.0274075508577951
4,GOOGL,0.026003063291821612,0.0274075508577951
4,VZ,0.014843519592088942,0.0274075508577951
4,DTE,0.020389512859729668,0.0274075508577951
4,AMCR,0.016544162235172934,0.0274075508577951
4,ON,0.023674563684059253,0.0274075508577951
5,GOOGL,0.02908280535876353,0.053593342816044616
5,WYNN,0.06393191801359849,0.053593342816044616
5,SBAC,0.04491199995293515,0.053593342816044616
5,DIS,0.04278033404429407,0.053593342816044616
5,CSCO,0.044219206272149425,0.053593342816044616
5,LHX,0.055195108032236255,0.053593342816044616
5,SJM,0.03236791487465476,0.053593342816044616
5,D,0.06348356156097354,0.053593342816044616
5,DTE,0.06723251781036514,0.053593342816044616
5,LYV,0.061584389497639364,0.053593342816044616
5,WEC,0.04757957186493899,0.053593342816044616
5,WST,0.03578748322872024,0.053593342816044616
5,ROST,0.05536781844388802,0.053593342816044616
5,EIX,0.06835797005350114,0.053593342816044616
5,DVN,0.07023930470556626,0.053593342816044616
5,HAS,0.026197999367199947,0.053593342816044616
5,MMC,0.041856504069156725,0.053593342816044616
5,TAP,0.06195800922819095,0.053593342816044616
5,ZTS,0.04970613213738568,0.053593342816044616
5,ABBV,0.03815945148384237,0.053593342816044616
6,SBAC,0.05907961042429077,0.05309933295715551
6,SNA,0.05983800918850392,0.05309933295715551
6,AMCR,0.039800735251022006,0.05309933295715551
6,ZTS,0.026652004734867493,0.05309933295715551
6,LYV,0.05613954497888749,0.05309933295715551
6,PSA,0.025888200940199793,0.05309933295715551
6,NUE,0.054664734189497514,0.05309933295715551
6,LHX,0.038222788432379834,0.05309933295715551
6,WST,0.042707897308087515,0.05309933295715551
6,PAYC,0.06804651771753699,0.05309933295715551
6,GOOGL,0.05636910729665872,0.05309933295715551
6,MMC,0.05820129143951401,0.05309933295715551
6,MTB,0.05818170752532186,0.05309933295715551
6,ROST,0.03480816617456257,0.05309933295715551
6,WEC,0.04344131848004766,0.05309933295715551
6,ON,0.0512015152948054,0.05309933295715551
6,V,0.06594063782474593,0.05309933295715551
6,MNST,0.0523279274434729,0.05309933295715551
6,VZ,0.06779034060313562,0.05309933295715551
6,LULU,0.040697944752462,0.05309933295715551
7,SBAC,0.02930889124441606,0.05414651784170605
7,ATO,0.032132584346640486,0.05414651784170605
7,VZ,0.07061746255195067,0.05414651784170605
7,PSA,0.061461229658034126,0.05414651784170605
7,ACN,0.06959601682814946,0.05414651784170605
7,PAYC,0.07109552358074073,0.05414651784170605
7,ROST,0.0494962929632827,0.05414651784170605
7,D,0.028705044613821135,0.05414651784170605
7,WYNN,0.06178194332115849,0.05414651784170605
7,FSLR,0.039095085309189585,0.05414651784170605
7,MET,0.04186295386497882,0.05414651784170605
7,EIX,0.04482418650647763,0.05414651784170605
7,DTE,0.04207208363281968,0.05414651784170605
7,WST,0.03031567365476219,0.05414651784170605
7,WEC,0.05475733522459443,0.05414651784170605
7,LYB,0.06362105188697732,0.05414651784170605
7,MTB,0.0515071498023802,0.05414651784170605
